iter	RMSE
306	912.8158344
307	909.1090263
308	907.3279689
309	906.343996
310	904.5437635
311	903.4948266
312	901.4744964
313	898.7294525
314	897.3821647
315	895.1550909
316	893.8474356
317	891.5268046
318	890.0602061
319	887.1594656
320	886.2339506
321	884.9963691
322	883.3412591
323	880.6531863
324	879.5782555
325	876.7515639
326	875.607362
327	874.5940742
328	871.0441244
329	869.8342719
330	868.747261
331	867.88332	82332	865.2793073
333	863.26334	821.4157461
335	820.3603434
336	819.6783318
337	81337	855.84338	81338	852.6699213
339	849.9488062
340	848.0186089
341	845.1209545
342	842.5001389
343	840.23344	80344	839.4190411
345	838.6167638
346	835.3248149
347	833.315914
348	830.1441639
349	827.8424452
350	827.0623166
351	823.7433626
352	822.3760994
353	820.2096361
354	817.3371096
355	816.6956069
356	815.8273443
357	814.8675841
358	814.1478293
359	813.3115559
360	811.2884514
361	807.9702959
362	805.703634
363	804.2499882
364	801.7152235
365	798.8046831
366	796.8534816
367	794.8053834
368	792.1705089
369	791.5833701
370	788.9673037
371	788.2472114
372	788.0005242
373	785.7498418
374	783.828663
375	781.2633079
376	779.6249848
377	777.2981355
378	776.6493193
379	774.3297819
380	773.6346716
381	772.1353774
382	771.4669845
383	769.3424782
384	768.076812
385	767.6421747
386	765.6583786
387	763.0057384
388	761.5628175
389	759.2902361
390	757.540238
391	755.0510615
392	753.3241536
393	751.4569008
394	750.8523332
395	750.324638
396	748.0880539
397	747.0297454
398	745.5550524
399	744.7298417
400	741.4535488
401	740.9604443
402	740.0255247
403	738.7459108
404	736.8251654
405	736.5666878
406	736.1805455
407	734.2869997
408	733.1747667
409	731.8988219
410	731.4232717
411	731.079446
412	729.7101445
413	728.7579376
414	727.2485886
415	724.617142
416	723.1856109
417	722.5455676
418	720.5435509
419	719.5244079
420	719.0514787
421	717.0085963
422	715.2624946
423	714.9249893
424	713.3431213
425	711.3487372
426	708.3853996
427	705.9283216
428	704.9803767
429	702.8152029
430	702.3532718
431	701.8176114
432	701.1499567
433	699.1434	689434	698.6435	687.841008
436	685.8418884
437	684.9227368
438	684438	690.3439	682439	689.9440	68440	689.4339131
441	687.1442	678442	686.3443	677443	684.3444	67444	682.2838401
445	680.3487893
446	679.5693754
447	677.41343
448	674.7931839
449	673.7689365
450	671.3309246
451	670.1889689
452	668.3592323
453	667.2659857
454	666.7436008
455	666.1872544
456	665.2850713
457	664.1513153
458	663.4454495
459	661.9379056
460	659.9073453
461	658.2899412
462	656.2641864
463	655.3736042
464	654.2864831
465	653.9174382
466	652.9969021
467	651.729823
468	651.2625627
469	650.7790244
470	649.3282189
471	649.068793
472	647.8035346
473	647.3859341
474	646.9751156
475	645.4915433
476	644.7958923
477	644.0985276
478	643.0279249
479	641.1634168
480	639.4559223
481	639.18482	6482	637.344483	6483	636.7848766
484	635.6223202
485	635.2672341
486	633.34487	63487	632.1036597
488	630.1077698
489	628.3902359
490	626.9182126
491	625.0763194
492	624.8244356
493	623.5127995
494	622.4281185
495	620.8989259
496	620.4649209
497	620.0533916
498	618.9518069
499	617.8028175
500	616.1954529
501	615.1448349
502	613.1657798
503	612.7527741
504	611.4617574
505	610.475913
506	609.2589361
507	608.0469457
508	606.6846606
509	605.4332113
510	605.1420131
511	603.8756558
512	602.918798
513	601.6050536
514	601.2654015
515	600.2696872
516	599.2698004
517	597.7353936
518	597.434849
519	596.6626022
520	596.3325465
521	595.4317422
522	594.7872479
523	594.4137884
524	593.7804038
525	593.3485754
526	592.7234061
527	592.0696117
528	591.451597
529	591.2822246
530	589.9067011
531	589.0777992
532	588.6366927
533	588.2692024
534	588.0611644
535	587.7467811
536	587.5117895
537	586.3000747
538	585.6111869
539	584.7548159
540	583.7798743
541	583.4429882
542	583.2812167
543	582.7455569
544	581.6521851
545	579.7053261
546	579.0090729
547	578.526282
548	577.5461033
549	577.3683264
550	577.14551	57551	576.35552	57552	575.40553	5553	575.055554	5554	574.487555	5555	572.597556	556	571.7153557	557	571.2655558	558	571.0801559	559	570.2478560	560	569.3372561	568.6346478
562	567.3358712
563	566.3299825
564	565.1887509
565	564.5891853
566	563.6098184
567	563.4750902
568	562.6097444
569	561.3393507
570	559.6869773
571	559.553076
572	558.890219
573	558.511981
574	558.3891524
575	558.2434735
576	556.7261895
577	556.0233178
578	554.7329293
579	554.50942115580	554.1962512
581	554.0984824
582	553.0976147
583	551.7004849
584	550.9331493
585	550.7184078
586	550.3041684
587	550.2026206
588	549.5832919
589	547.8476292
590	547.3093639
591	545.4483606
592	545.1116097
593	543.9840839
594	542.900494
595	541.6785086
596	539.9504747
597	538.447314
598	538.1315497
599	537.9961024
600	537.8767425
601	536.1021244
602	534.6083459
603	534.4054481
604	533.5486863
605	532.2608417
606	531.1585543
607	530.2481607
608	529.6842154
609	528.4590326
610	528.0898528
611	527.3636982
612	525.9596961
613	524.4642205
614	524.0453903
615	523.2752487
616	523.114157
617	522.2452608
618	521.1311884
619	520.4900056
620	519.5102743
621	518.677282
622	517.7418875
623	516.1875514
624	514.7516435
625	514.3053669
626	513.9524137
627	513.1254616
628	511.9053555
629	511.8273764
630	511.5671439
631	511.0926445
632	510.3649809
633	509.729582
634	509.6491978
635	509.5601048
636	508.1539692
637	507.9099257
638	506.8846695
639	506.3409296
640	506.0507488
641	505.3594831
642	504.412613
643	503.9159429
644	503.4735835
645	502.9455299
646	501.7602705
647	501.5158839
648	500.5302917
649	500.3229699
650	499.7845425
651	498.5600475
652	498.3234502
653	497.0628917
654	496.4131025
655	495.8635003
656	495.5252996
657	495.2038878
658	494.2794851
659	493.0292776
660	492.6438227
661	491.8558789
662	490.5739007
663	489.5416098
664	488.9128876
665	488.3387307
666	487.9967437
667	486.7597776
668	486.674609
669	486.1707024
670	485.6287757
671	485.0894089
672	484.7704544
673	483.8011071
674	483.2866537
675	482.9126751
676	481.9692644
677	480.6828808
678	480.2994443
679	479.0477229
680	478.0522888
681	477.4464327
682	476.8904543
683	475.7034747
684	474.8871932
685	474.1538425
686	472.7437261
687	472.3835643
688	471.868417
689	471.2613566
690	470.4427815
691	470.1152284
692	469.3371778
693	468.6239944
694	467.9629571
695	467.4644822
696	466.3800738
697	466.2008635
698	465.9968137
699	465.5002659
700	464.2712091
701	464.0621212
702	462.7712261
703	462.1914196
704	461.4742839
705	461.3688738
706	460.3613164
707	460.1378474
708	459.0252947
709	458.7531038
710	458.5831929
711	457.590786
712	457.5209068
713	457.1016905
714	455.846332
715	455.5680822
716	454.3021905
717	453.8430551
718	453.2369889
719	452.4074547
720	452.2079827
721	451.116158
722	450.5118234
723	450.0535834
724	449.4168532
725	449.1447353
726	448.5920252
727	447.2412035
728	446.3505827
729	445.3073639
730	445.0281778
731	444.6376765
732	444.1453402
733	442.8787862
734	442.2059138
735	441.223479
736	441.1138127
737	440.401156
738	439.5437901
739	438.4208086
740	438.0398897
741	436.8804802
742	436.6180319
743	436.0001528
744	435.0341876
745	434.020146
746	432.8489469
747	432.393385
748	432.2311077
749	431.9458301
750	430.9687593
751	430.2574125
752	429.7224019
753	429.4114392
754	429.2202818
755	428.8042634
756	427.9913033
757	427.5947396
758	426.5323423
759	426.3876899
760	426.0456562
761	425.2984832
762	425.0201401
763	424.6057574
764	423.9891542
765	423.6685827
766	423.3155955
767	423.2454935
768	422.7953264
769	422.5628067
770	421.8236389
771	421.4966571
772	421.2371807
773	420.9756057
774	420.6458612
775	419.9187569
776	419.7419907
777	419.5766465
778	419.12363
779	418.2012759
780	418.1086189
781	417.9798496
782	417.7281425
783	417.6399291
784	417.4246905
785	416.7395761
786	415.9678071
787	415.3185606
788	414.5642608
789	413.9928681
790	413.7877185
791	413.5894669
792	412.1580529
793	412.0678264
794	411.4030273
795	411.0985021
796	410.3669074
797	409.796445
798	408.8538967
799	408.6086658
800	408.3259331
801	407.640011
802	406.9705586
803	406.1771106
804	405.9404274
805	405.7418644
806	404.8302672
807	404.0369736
808	403.7498975
809	403.6032841
810	402.5111767
811	401.9483714
812	401.1209763
813	400.7121187
814	400.0754064
815	399.4790074
816	398.9821175
817	398.8196846
818	398.3359071
819	397.4443265
820	396.830275
821	396.666208
822	396.3555249
823	395.750179
824	394.7875749
825	394.0907963
826	393.3202544
827	393.1624459
828	392.9941775
829	391.9916293
830	391.75719
831	391.2893515
832	390.8155461
833	390.3536224
834	390.1129238
835	389.9588732
836	389.8643011
837	389.7635853
838	389.6196917
839	389.2957256
840	388.8192957
841	387.8442013
842	387.6957477
843	387.1452709
844	386.8337138
845	386.4084547
846	385.9922521
847	385.7003411
848	385.2551542
849	384.291131
850	383.8427361
851	383.319541
852	382.5457713
853	382.0526967
854	381.5719562
855	381.3211066
856	380.6772006
857	380.2612442
858	379.857878
859	379.4270492
860	379.0798609
861	378.595223
862	378.4365468
863	377.8731796
864	377.5120812
865	377.415334
866	377.2865947
867	376.7235396
868	376.6087374
869	376.4534359
870	376.2048899
871	375.7462471
872	375.3353027
873	374.373624
874	373.7820475
875	373.2695856
876	373.0007069
877	371.7987455
878	371.5306247
879	371.2587301
880	370.3225707
881	370.2370389
882	369.7807176
883	369.2086942
884	368.4257487
885	368.2679273
886	367.5572402
887	367.0451596
888	366.9276258
889	365.7835158
890	364.9390419
891	364.5349745
892	364.0767592
893	363.452997
894	363.2809841
895	363.1594879
896	363.0137453
897	362.6703287
898	361.8047737
899	361.6793533
900	360.5644033
901	360.4198333
902	360.2975988
903	360.006572
904	359.6334311
905	359.3944739
906	358.7206604
907	358.5056988
908	358.3320739
909	357.2281693
910	357.0930649
911	356.315055
912	356.195127
913	355.5692651
914	355.2490973
915	354.4756592
916	353.5721599
917	353.1017367
918	352.5846133
919	352.0711802
920	351.2862077
921	351.0138671
922	350.8910563
923	350.4048824
924	349.9523247
925	349.5620045
926	349.2569153
927	349.1251209
928	348.7583789
929	348.6082847
930	348.0295454
931	347.7532425
932	347.2591464
933	346.468883
934	345.922217
935	345.1139475
936	344.2494724
937	344.0498476
938	343.3540679
939	343.0616938
940	342.5756095
941	342.364864
942	342.0529522
943	341.7289449
944	341.3263778
945	340.7590248
946	340.1311933
947	339.5115243
948	339.0949062
949	338.6063747
950	338.2734847
951	337.8603147
952	337.4748217
953	337.3733023
954	336.7114248
955	336.6568778
956	336.1248071
957	335.5980645
958	335.1947542
959	334.9680909
960	334.4317139
961	333.7903827
962	333.3130939
963	332.6808384
964	332.547923
965	331.8100261
966	331.4356472
967	330.7477938
968	330.4198092
969	329.8313458
970	329.6222931
971	329.022851
972	328.6174154
973	328.3022334
974	327.740257
975	327.3287896
976	327.2225356
977	326.9562795
978	326.306075
979	325.907711
980	325.375301
981	324.7744734
982	324.5886238
983	324.2441371
984	323.6315761
985	323.4287512
986	322.8308455
987	322.3178393
988	322.0033219
989	321.889838
990	321.4855528
991	320.7748064
992	320.6648822
993	320.4176286
994	320.1870024
995	319.9948446
996	319.69357
997	319.4817567
998	319.1751826
999	318.8515895
0168692

999	333.7203882
